danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,class
0.776,0.875,1,-5.717,1,0.0528,0.0776,0.19,0.338,0.902,123.502,283867,latin
0.447,0.9,5,-6.741,1,0.0578,0.00114,0.00596,0.47,0.39,135.861,199733,rock
0.702,0.975,6,-7.968,0,0.0396,0.0305,1.34E-04,0.165,0.646,115.185,252333,r&b
0.53,0.796,10,-5.089,0,0.0389,0.0044,3.08E-04,0.126,0.536,166.022,203883,rap
0.769,0.596,7,-5.931,1,0.111,0.137,0,0.127,0.143,146.028,164200,rap
0.606,0.758,5,-5.721,0,0.027,2.89E-04,0.11,0.143,0.435,116.043,219052,pop
0.679,0.866,0,-6.053,1,0.0634,0.00376,3.10E-05,0.312,0.785,124.325,201400,rock
0.566,0.593,11,-7.348,1,0.0349,0.0206,0.0654,0.121,0.806,111.001,300867,pop
0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,213760,r&b
0.523,0.716,11,-5.873,1,0.0355,0.0045,6.69E-04,0.3,0.386,131.972,169107,edm
0.476,0.936,0,-4.906,0,0.0645,2.57E-05,7.29E-04,0.255,0.385,141.959,221747,rock
0.495,0.831,5,-5.812,0,0.0319,0.021,4.79E-05,0.495,0.414,128.064,192632,pop
0.719,0.707,9,-6.158,0,0.103,0.285,0,0.0899,0.848,164.054,234057,latin
0.732,0.647,4,-5.571,0,0.03,0.00705,0.00995,0.335,0.425,125.014,154828,edm
0.721,0.805,9,-4.134,0,0.0927,0.05,0,0.153,0.653,118.058,189133,pop
0.754,0.654,8,-5.291,1,0.0331,0.00158,0.035,0.137,0.627,95.987,191176,pop
0.506,0.726,5,-5.964,0,0.0366,0.00308,8.05E-05,0.266,0.266,128.044,204418,edm
0.622,0.912,4,-5.232,0,0.0615,0.00285,0.0919,0.0385,0.232,127.997,285000,edm
0.684,0.772,10,-5.976,1,0.0356,0.00248,0.00403,0.0894,0.0418,128.025,294253,pop
0.312,0.661,0,-8.508,0,0.092,0.252,1.35E-04,0.102,0.443,82.39,197575,r&b
0.613,0.873,7,-6.376,0,0.0449,0.00397,0.00111,0.367,0.392,129.989,234813,rock
0.785,0.368,3,-8.926,0,0.0975,0.097,0,0.155,0.563,115.042,234005,r&b
0.748,0.914,0,-5.571,1,0.11,0.0578,0.503,0.368,0.452,120.013,130000,edm
0.837,0.537,1,-8.053,1,0.174,0.112,0.0039,0.0913,0.632,88.012,277867,rap
0.685,0.686,7,-6.311,1,0.292,0.0036,0,0.0959,0.682,94.188,338813,rap
0.748,0.819,10,-4.032,0,0.198,0.13,0,0.111,0.792,110.645,187973,pop
0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000,pop
0.578,0.786,9,-4.496,0,0.0383,6.63E-04,2.38E-04,0.17,0.326,128.001,255771,edm
0.804,0.467,0,-10.345,0,0.042,0.554,0.00188,0.101,0.368,119.648,260760,pop
0.542,0.839,3,-4.404,0,0.0487,4.91E-05,0,0.0471,0.611,121.026,273013,rock
0.406,0.481,3,-6.164,1,0.0311,0.316,0,0.0922,0.235,112.264,265120,rock
0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,222347,rap
0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,217933,r&b
0.626,0.973,7,-2.582,1,0.221,0.0417,0.00114,0.13,0.157,139.621,252000,edm
0.878,0.792,4,-5.099,0,0.0518,0.204,0.923,0.106,0.963,120.007,386951,edm
0.673,0.885,11,-3.574,0,0.0569,0.143,0,0.184,0.704,121.082,174545,pop
0.637,0.2,2,-17.277,1,0.205,0.303,0.00528,0.102,0.414,90.001,224000,rap
0.627,0.573,2,-6.921,0,0.05,0.0468,1.08E-06,0.0534,0.423,133.901,210873,latin
0.831,0.993,11,-5.866,0,0.059,0.00138,0.895,0.0397,0.747,124.012,388000,edm
0.61,0.82,9,-5.035,1,0.0332,0.101,1.78E-06,0.212,0.773,152.091,195067,pop
0.895,0.83,5,-3.929,1,0.332,0.24,0,0.108,0.709,124.979,200640,rap
0.604,0.9,0,-2.935,0,0.0927,0.0183,1.51E-04,0.0728,0.422,190.029,215867,rap
0.677,0.722,2,-4.443,0,0.0626,0.538,0,0.11,0.786,172,173452,latin
0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185352,pop
0.535,0.888,11,-3.1,1,0.0446,3.04E-04,2.17E-06,0.324,0.451,126.011,215160,pop
0.81,0.765,9,-5.995,1,0.106,0.332,0,0.0677,0.0394,121.985,281715,edm
0.581,0.965,0,-5.985,0,0.0627,0.00435,0.707,0.0534,0.133,130.008,294880,edm
0.578,0.963,8,-2.337,0,0.158,0.0254,1.13E-05,0.0604,0.509,126.075,175000,edm
0.601,0.962,3,-4.52,1,0.0427,0.00984,0.291,0.0977,0.0749,128.055,202507,edm
0.449,0.901,6,-7.711,1,0.0526,0.141,0.0675,0.128,0.696,125.148,356400,rock
0.699,0.633,9,-6.733,0,0.139,0.397,0,0.0864,0.534,159.955,217521,rap
0.466,0.982,8,-3.896,1,0.0605,2.31E-05,9.79E-04,0.337,0.4,160.005,212613,rock
0.507,0.516,4,-8.461,1,0.0408,0.309,6.28E-04,0.132,0.0597,82.464,206578,edm
0.503,0.915,1,-6.387,0,0.036,2.16E-04,0.001,0.0635,0.447,94.992,190213,rock
0.371,0.548,9,-9.996,1,0.0393,0.106,0.763,0.179,0.465,142.148,275533,rock
0.895,0.623,9,-8.275,0,0.242,0.175,3.72E-04,0.0913,0.193,127.968,148135,edm
0.551,0.696,2,-6.192,1,0.0265,0.0392,0,0.127,0.354,112.024,209360,rock
0.797,0.762,10,-6.972,1,0.259,0.0141,1.05E-05,0.064,0.722,94.224,276867,edm
0.728,0.628,6,-8.83,0,0.319,0.351,0,0.198,0.313,94.128,182267,rap
0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,179053,pop
0.627,0.675,6,-5.477,1,0.0526,0.00438,0,0.0766,0.519,89.973,282867,r&b
0.659,0.436,2,-9.441,1,0.0513,0.216,0.00191,0.064,0.352,139.951,215423,rock
0.81,0.764,0,-5.7,1,0.0981,0.549,1.23E-06,0.0925,0.697,110.063,194182,latin
0.538,0.721,2,-5.974,1,0.0342,0.19,5.73E-05,0.0723,0.339,141.969,211740,rock
0.634,0.762,0,-3.917,1,0.0393,0.0562,0.244,0.192,0.427,132.539,138053,rock
0.718,0.477,9,-9.278,0,0.027,0.105,0,0.0964,0.382,109.99,248400,r&b
0.368,0.788,2,-7.426,1,0.0838,0.352,3.36E-06,0.236,0.768,91.882,232920,rock
0.582,0.629,7,-5.05,1,0.0542,0.0853,0,0.475,0.297,139.557,204653,r&b
0.617,0.885,8,-3.989,0,0.0375,0.0169,0,0.326,0.768,139.95,221233,pop
0.487,0.778,7,-4.914,1,0.137,0.0763,0,0.0434,0.584,100.039,181295,pop
0.802,0.365,1,-12.104,0,0.0595,0.0156,1.89E-05,0.0598,0.586,96.833,280040,r&b
0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,177466,rock
0.531,0.452,0,-6.835,0,0.0251,0.447,2.24E-05,0.0896,0.49,82.158,215973,r&b
0.868,0.568,7,-4.434,0,0.0822,0.0267,0,0.0741,0.682,97.931,168014,latin
0.742,0.366,10,-8.346,0,0.0308,0.35,0,0.0707,0.401,109.865,377507,r&b
0.713,0.664,8,-8.815,0,0.0525,0.689,0.00963,0.316,0.423,103.998,343846,pop
0.8,0.876,6,-0.882,1,0.113,0.0148,0,0.218,0.912,100.025,151873,r&b
0.696,0.906,11,-5.192,0,0.065,0.0198,1.41E-06,0.375,0.17,126.078,187010,edm
0.651,0.753,7,-9.143,1,0.0456,0.216,1.19E-04,0.105,0.915,87.052,245133,r&b
0.932,0.772,0,-3.599,1,0.0369,0.225,3.24E-06,0.176,0.863,135.063,307200,latin
0.565,0.735,11,-5.778,1,0.0422,6.57E-04,0.0084,0.165,0.12,127.935,167927,edm
0.796,0.434,2,-6.864,1,0.0504,0.242,0,0.289,0.625,112.213,301600,r&b
0.426,0.792,9,-4.709,1,0.0374,4.95E-04,5.10E-06,0.142,0.557,161.994,278213,rock
0.718,0.656,4,-6.604,0,0.158,0.269,0.00105,0.263,0.83,79.394,207455,r&b
0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,rock
0.918,0.607,4,-7.584,0,0.0606,0.0297,8.50E-05,0.0864,0.419,124.003,189679,edm
0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,224027,rock
0.648,0.752,7,-4.13,1,0.133,0.315,0,0.201,0.405,178.228,198053,latin
0.661,0.311,5,-13.288,1,0.0263,0.474,0.00366,0.105,0.234,143.966,286186,rock
0.606,0.58,4,-7.007,0,0.0355,0.122,0,0.0983,0.388,130.857,253973,r&b
0.903,0.839,11,-9.447,0,0.208,0.0939,0,0.102,0.727,133.986,190537,r&b
0.735,0.567,4,-8.211,1,0.0382,0.285,6.31E-05,0.145,0.494,107.983,212440,latin
0.709,0.646,8,-5.912,0,0.367,0.436,0,0.12,0.136,95.08,283171,r&b
0.693,0.762,7,-4.137,0,0.127,0.0174,2.64E-05,0.3,0.159,128.061,271867,edm
0.655,0.976,10,-4.971,0,0.0485,0.0045,0.688,0.178,0.0729,126.032,161642,edm
0.486,0.744,7,-6.082,0,0.356,0.0302,6.68E-05,0.0914,0.402,94.965,230507,pop
0.531,0.676,11,-6.173,0,0.0299,0.0156,0.00287,0.0988,0.544,136.759,204733,r&b
0.562,0.799,3,-5.443,0,0.0739,0.00382,0.00514,0.146,0.0522,127.912,193135,edm
0.788,0.451,1,-9.313,1,0.318,0.118,0,0.134,0.302,89.97,271067,rap
0.753,0.697,9,-3.684,1,0.0578,0.187,0,0.265,0.891,75.02,210259,r&b
0.824,0.676,1,-7.548,0,0.339,0.344,0,0.0998,0.817,172.73,201144,rap
0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,r&b
0.824,0.768,8,-6.919,1,0.0409,0.346,2.07E-06,0.145,0.896,106.971,254293,latin
0.697,0.661,7,-8.094,1,0.0386,0.355,0,0.0991,0.634,97.967,196358,latin
0.592,0.825,4,-11.328,1,0.0588,5.26E-05,0.0428,0.105,0.506,127.037,62333,latin
0.678,0.609,8,-7.142,1,0.0318,0.071,0.0973,0.144,0.247,98.026,188559,latin
0.8,0.88,9,-3.64,1,0.0427,0.0753,0,0.144,0.952,115.036,201987,latin
0.593,0.349,8,-6.894,1,0.0284,0.722,0,0.133,0.218,124.046,263493,latin
0.725,0.279,0,-14.346,0,0.0701,0.592,0,0.0869,0.471,119.787,272560,r&b
0.864,0.551,3,-5.198,1,0.22,0.144,0,0.104,0.38,139.934,238534,rap
0.595,0.929,8,-6.48,1,0.0419,1.48E-04,0.158,0.334,0.493,92.508,162900,rock
0.574,0.696,7,-5.08,1,0.0413,0.0524,0,0.222,0.798,168.219,153643,rap
0.796,0.589,1,-8.1,1,0.0749,0.274,0.0345,0.421,0.764,95.019,254669,latin
0.488,0.777,9,-12.658,1,0.0894,0.153,0.0312,0.825,0.481,81.437,287333,rock
0.548,0.421,1,-11.099,1,0.303,0.106,0,0.102,0.162,95.057,322560,rap
0.432,0.88,1,-5.769,0,0.0656,0.0206,1.91E-04,0.185,0.527,95.59,216733,rock
0.878,0.204,8,-10.254,0,0.136,0.769,0.929,0.104,0.572,144.433,107625,rap
0.226,0.442,11,-36.624,0,0.0562,0.0509,0.136,0.0791,0.0234,77.998,93010,latin
0.606,0.534,7,-6.758,1,0.0256,0.399,9.73E-04,0.356,0.328,130.945,288493,r&b
0.671,0.849,9,-5.963,0,0.0283,0.0879,0,0.0971,0.801,125.429,269000,rock
0.817,0.859,7,-4.794,1,0.0902,0.186,0.00142,0.291,0.567,99.994,185427,latin
0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,248965,r&b
0.442,0.445,10,-4.071,0,0.0381,0.653,0,0.118,0.423,85.744,179937,latin
0.84,0.917,6,-8.207,1,0.0659,0.0479,0,0.345,0.627,101.549,315653,r&b
0.516,0.874,9,-2.571,1,0.186,0.0864,0,0.173,0.391,169.561,297520,rap
0.809,0.811,1,-8.871,1,0.0815,0.00913,0.883,0.0705,0.832,123.004,378000,edm
0.459,0.587,9,-6.983,1,0.0785,0.453,0,0.307,0.581,113.901,212424,pop
0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.078,0.724,122.38,231400,r&b
0.373,0.473,11,-9.367,1,0.0268,0.385,0.0324,0.0744,0.113,103.984,265253,rock
0.726,0.868,1,-3.298,1,0.0386,0.137,0,0.141,0.635,107.815,273667,r&b
0.667,0.931,11,-3.231,0,0.0836,0.0023,0.937,0.395,0.14,127.987,137695,edm
0.732,0.52,2,-6.684,0,0.0376,0.127,0.0347,0.139,0.339,119.979,161464,pop
0.638,0.707,4,-12.232,0,0.134,0.211,0.00243,0.349,0.509,89.111,235800,rap
0.473,0.777,9,-3.698,1,0.059,0.119,7.87E-05,0.671,0.21,136.249,186813,pop
0.785,0.752,10,-5.216,0,0.26,0.039,0,0.114,0.588,95.944,213469,rap
0.551,0.927,6,-2.263,0,0.43,0.0508,0,0.0739,0.839,171.4,192040,rap
0.852,0.932,1,-2.259,1,0.247,0.038,0.149,0.801,0.49,124.034,269032,edm
0.952,0.301,2,-13.936,1,0.0612,0.0126,9.22E-04,0.0387,0.728,119.629,307400,rock
0.662,0.349,5,-14.022,0,0.214,0.637,0.00213,0.124,0.234,141.951,139691,r&b
0.686,0.564,5,-6.063,0,0.03,0.0599,0,0.0914,0.266,99.968,212429,pop
0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006,219773,latin
0.513,0.756,2,-5.449,0,0.0372,0.305,0,0.0481,0.511,177.678,222173,rap
0.827,0.522,7,-4.866,1,0.0845,0.163,1.19E-06,0.109,0.477,151.99,265267,rap
0.646,0.889,1,-4.449,1,0.204,0.0063,7.74E-05,0.872,0.852,94.113,232373,rap
0.565,0.772,7,-5.626,1,0.0312,0.111,1.01E-04,0.155,0.509,126.993,279560,pop
0.757,0.673,1,-8.513,1,0.141,0.095,0,0.338,0.574,92.958,185806,rap
0.855,0.691,2,-6.51,1,0.0514,0.144,0,0.36,0.647,121.472,202733,rock
0.408,0.48,9,-11.017,1,0.0266,0.155,1.82E-05,0.0877,0.19,156.344,294773,rock
0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187,rock
0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,latin
0.803,0.653,1,-6.67,0,0.109,0.0891,0,0.186,0.533,115.03,229695,rap
0.681,0.292,11,-9.599,1,0.0483,0.743,0,0.0974,0.162,64.002,191002,pop
0.551,0.874,11,-4.559,0,0.0496,0.0427,0.00129,0.396,0.421,125.985,227115,edm
0.736,0.717,9,-7.432,0,0.0436,0.0239,0.208,0.0925,0.872,135.009,327347,rock
0.752,0.795,0,-4.438,1,0.0415,0.193,3.93E-05,0.0772,0.916,118.015,179213,latin
0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,r&b
0.542,0.73,2,-10.729,1,0.0328,0.152,5.79E-04,0.0721,0.488,82.971,246600,r&b
0.728,0.708,10,-14.01,1,0.0532,0.0518,2.34E-06,0.147,0.964,129.988,289893,rock
0.591,0.9,7,-4.293,0,0.0872,0.0136,2.07E-06,0.285,0.284,127.931,227893,pop
0.562,0.721,7,-6.043,1,0.0396,3.03E-05,3.29E-04,0.0327,0.649,66.503,193281,rap
0.752,0.671,7,-7.066,1,0.0578,0.486,0,0.316,0.807,92.03,193373,rap
0.522,0.834,10,-2.752,1,0.0347,0.0681,0,0.126,0.346,100.005,202778,edm
0.526,0.924,7,-5.591,1,0.0391,0.027,7.28E-04,0.598,0.793,147.28,220707,rock
0.812,0.554,1,-9.806,0,0.209,0.247,0,0.129,0.687,146.099,323960,rap
0.697,0.762,7,-11.129,1,0.0553,0.0194,0,0.23,0.789,101.965,251899,r&b
0.665,0.811,9,-12.789,1,0.0401,0.0852,0.00819,0.292,0.935,119.978,249893,edm
0.849,0.483,6,-7.114,0,0.291,0.443,1.41E-04,0.0786,0.282,101.015,165618,pop
0.57,0.837,2,-4.939,1,0.031,0.00101,2.85E-05,0.0873,0.662,134.975,178308,rock
0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,pop
0.498,0.78,9,-4.947,1,0.201,0.00909,0.16,0.25,0.657,156.772,212080,pop
0.786,0.847,11,-6.365,0,0.141,0.0983,1.22E-06,0.212,0.509,139.904,234791,rap
0.714,0.765,11,-5.684,1,0.0819,0.265,0,0.269,0.238,155.263,251227,rap
0.776,0.978,7,-3.109,1,0.152,0.104,0.765,0.0566,0.587,123.986,267102,edm
0.949,0.872,5,-3.755,1,0.16,0.319,0,0.385,0.857,120.096,183066,latin
0.476,0.407,4,-9.239,0,0.0368,0.247,0,0.144,0.226,178.258,242467,r&b
0.789,0.576,10,-6.799,0,0.435,0.0382,0,0.136,0.423,139.964,164639,rap
0.713,0.378,7,-9.04,0,0.0298,0.00561,0.00186,0.0845,0.291,99.055,260067,r&b
0.424,0.565,9,-7.01,1,0.0378,0.366,0.00628,0.092,0.0782,96.732,281160,r&b
0.431,0.651,0,-10.161,1,0.0374,0.093,0.0346,0.168,0.544,122.227,382933,rock
0.669,0.561,10,-4.885,0,0.0637,0.042,0,0.101,0.515,89.95,243707,r&b
0.541,0.618,1,-9.652,0,0.179,0.277,4.02E-05,0.413,0.68,145.464,175973,rock
0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003,206450,edm
0.666,0.775,2,-5.458,0,0.0979,0.0226,0,0.254,0.59,144.998,191565,rock
0.584,0.908,2,-4.46,1,0.0568,0.00648,0,0.373,0.546,141.988,221268,rock
0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,301520,r&b
0.657,0.899,5,-4.857,0,0.159,0.0816,1.62E-06,0.0948,0.586,163.969,167147,edm
0.47,0.299,1,-10.248,0,0.0878,0.508,2.54E-05,0.0981,0.507,84.624,201546,r&b
0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,162596,pop
0.591,0.645,10,-4.062,1,0.045,0.0395,0.00134,0.112,0.0627,125.983,202719,edm
0.376,0.643,7,-10.059,0,0.0514,0.00746,0.00437,0.372,0.416,157.679,212509,edm
0.583,0.57,1,-9.88,0,0.0901,0.0412,0,0.0733,0.175,83.997,199972,rap
0.499,0.523,5,-7.845,1,0.0574,0.268,1.73E-04,0.248,0.41,190.96,226973,r&b
0.673,0.843,1,-5.631,1,0.33,0.033,0,0.11,0.677,84.088,182811,r&b
0.696,0.427,8,-7.72,0,0.317,0.228,0,0.259,0.957,84.953,149647,rap
0.646,0.906,1,-5.217,1,0.0417,0.0176,0.0649,0.0889,0.747,99.983,210053,pop
0.805,0.776,1,-6.006,1,0.139,1.59E-04,0,0.0502,0.172,146.997,172245,rap
0.441,0.608,3,-2.979,0,0.0344,0.00923,1.55E-04,0.145,0.209,123.777,258516,rock
0.59,0.813,9,-5.619,0,0.246,0.563,0.564,0.611,0.112,125.033,34560,edm
0.797,0.595,6,-8.154,1,0.0386,0.706,0.00783,0.114,0.622,114.99,155563,rap
0.548,0.58,11,-7.524,0,0.121,0.104,0,0.127,0.462,180.066,193893,r&b
0.521,0.9,3,-6.358,1,0.0623,0.0187,0,0.164,0.416,140.044,294961,rap
0.661,0.754,1,-8.905,0,0.0322,7.42E-04,0.299,0.0952,0.492,123.989,227306,pop
0.561,0.903,5,-4.514,1,0.0963,0.0419,2.99E-06,0.394,0.222,105.057,178286,pop
0.799,0.0375,11,-15.162,1,0.456,0.891,0.928,0.102,0.615,78.132,147716,rap
0.871,0.472,4,-11.077,1,0.0756,0.74,0.286,0.145,0.707,124.04,160720,pop
0.738,0.207,11,-13.185,0,0.273,0.537,0.934,0.112,0.661,80.051,84000,rap
0.616,0.965,11,-4.464,1,0.0613,0.0135,1.74E-04,0.119,0.405,126.535,266627,rock
0.672,0.761,0,-9.644,1,0.248,0.0514,0,0.474,0.731,102.192,244733,rap
0.624,0.596,8,-4.331,0,0.0352,0.356,0,0.189,0.505,104.938,185484,latin
0.925,0.689,10,-8.952,0,0.118,4.94E-04,5.00E-04,0.0863,0.207,118.819,236587,rap
0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,294573,pop
0.575,0.793,0,-3.669,1,0.0639,0.134,0,0.123,0.262,95.845,221133,latin
0.84,0.848,2,-5.413,0,0.0347,0.184,1.60E-05,0.0681,0.897,102.007,158867,latin
0.857,0.647,11,-4.152,0,0.0984,0.391,1.20E-06,0.0842,0.553,95.982,267500,rap
0.811,0.665,1,-7.009,1,0.221,0.036,5.26E-06,0.185,0.347,109.925,218240,r&b
0.6,0.815,1,-5.273,1,0.0867,0.0247,1.37E-06,0.722,0.566,150.047,204680,pop
0.646,0.679,6,-6.328,1,0.0261,0.00199,0.48,0.352,0.599,104.981,153714,pop
0.636,0.828,7,-4.892,1,0.0368,3.96E-04,0.739,0.0452,0.0464,128.044,284935,edm
0.461,0.892,6,-4.807,0,0.0901,0.00187,1.34E-06,0.0942,0.35,137.35,245196,rock
0.703,0.603,4,-8.687,1,0.161,0.413,0.00125,0.141,0.309,112.015,281133,pop
0.614,0.888,1,-3.786,0,0.282,0.0262,0,0.405,0.793,163.85,225187,rap
0.803,0.64,4,-4.527,0,0.0279,0.0544,4.77E-05,0.342,0.038,131.986,292727,r&b
0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,210307,latin
0.518,0.842,10,-1.816,1,0.0828,0.322,0,0.101,0.375,125.854,167079,edm
0.457,0.987,9,-4.488,1,0.112,0.00614,0.971,0.0617,0.398,137.03,138394,rap
0.476,0.789,9,-5.024,1,0.0323,0.629,0.304,0.357,0.304,148.106,220840,rock
0.364,0.45,7,-10.117,1,0.0234,0.0593,1.65E-06,0.282,0.14,94.188,270707,rock
0.689,0.799,1,-5.996,0,0.0592,0.0378,3.52E-06,0.0599,0.515,176.081,188467,latin
0.64,0.877,0,-3.339,0,0.115,0.21,1.41E-06,0.116,0.681,131.02,237710,pop
0.489,0.57,2,-9.197,1,0.0364,0.132,1.39E-06,0.274,0.643,134.486,352120,rock
0.834,0.75,1,-2.799,1,0.18,0.553,6.59E-05,0.263,0.858,95.98,217227,rap
0.473,0.975,6,-5.855,0,0.0598,5.01E-04,0.88,0.21,0.539,159.974,174000,rap
0.766,0.729,11,-4.534,1,0.0533,0.424,2.48E-06,0.109,0.62,143.955,220701,latin
0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,232533,rock
0.532,0.718,8,-7.58,1,0.0422,0.014,0,0.0781,0.439,99.962,239375,rock
0.643,0.529,1,-9.288,1,0.0421,0.269,0.0434,0.255,0.208,114.997,169058,rap
0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,178013,rock
0.676,0.926,0,-2.244,0,0.0425,0.0305,6.58E-04,0.0771,0.818,124.019,203908,pop
0.602,0.907,1,-5.587,1,0.0522,2.62E-05,0.00333,0.222,0.461,104.348,258427,rock
0.752,0.861,9,-3.582,0,0.163,0.327,0,0.126,0.666,113.396,182118,rap
0.556,0.833,1,-10.702,1,0.0321,0.284,0.352,0.196,0.806,85.181,257933,rock
0.726,0.408,11,-6.606,0,0.0614,0.603,0,0.225,0.459,115.918,143227,r&b
0.491,0.87,2,-4.327,1,0.0443,4.49E-05,1.45E-04,0.0607,0.21,103.072,217720,rock
0.362,0.486,8,-8.241,1,0.0287,0.563,0,0.151,0.275,74.77,299227,r&b
0.548,0.924,11,-4.48,0,0.0689,3.30E-04,1.42E-05,0.162,0.242,124.031,244538,rock
0.362,0.966,7,-5.357,0,0.308,5.86E-04,0.00231,0.349,0.234,178.9,282960,rock
0.815,0.541,0,-8.525,1,0.0683,0.361,0,0.119,0.138,138.006,111464,rap
0.687,0.828,6,-7.911,0,0.456,0.523,0,0.34,0.0999,159.934,301573,rap
0.838,0.545,5,-6.713,1,0.0706,0.208,8.01E-05,0.103,0.631,114.998,220590,r&b
0.711,0.412,9,-6.827,1,0.0445,0.184,0,0.0546,0.186,130.015,203538,pop
0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,latin
0.313,0.418,0,-9.975,0,0.031,0.765,0,0.322,0.472,85.938,191133,r&b
0.532,0.705,9,-8.439,0,0.0328,0.137,0.0236,0.0857,0.693,134.223,271067,rock
0.568,0.914,5,-3.655,0,0.0529,0.00297,1.02E-04,0.223,0.479,128.078,190603,edm
0.799,0.687,2,-5.682,1,0.0431,0.193,1.88E-04,0.0307,0.965,108.804,215773,rock
0.864,0.744,2,-7.185,1,0.121,0.0225,0.385,0.164,0.269,94.98,211787,rap
0.785,0.844,7,-4.63,0,0.0574,0.166,0.002,0.0681,0.94,103.968,218827,latin
0.533,0.703,2,-6.364,1,0.0423,0.184,0,0.101,0.612,128.761,186093,rock
0.187,0.421,0,-14.728,1,0.0392,0.28,0.685,0.576,0.073,63.248,141853,rock
0.673,0.596,10,-7.891,1,0.0354,0.166,0,0.11,0.19,123.969,208567,pop
0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,131272,pop
0.689,0.956,5,-3.837,0,0.101,0.0663,0.176,0.393,0.401,128.088,164062,edm
0.71,0.312,1,-11.451,0,0.0857,0.938,0.909,0.109,0.25,169.955,216015,latin
0.53,0.59,2,-8.695,1,0.293,0.0768,0,0.0754,0.243,179.728,170625,r&b
0.609,0.85,9,-4.037,0,0.0739,0.0405,0,0.0853,0.579,120.906,196634,latin
0.486,0.652,11,-7.226,0,0.052,0.408,6.63E-05,0.077,0.391,113.055,273684,pop
0.784,0.883,5,-6.564,0,0.118,0.00604,0.204,0.36,0.778,126.013,217202,edm
0.741,0.604,1,-12.379,1,0.0867,0.113,0.868,0.135,0.13,123.979,408400,edm
0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000,pop
0.902,0.653,4,-5.425,0,0.284,0.19,9.83E-04,0.0895,0.863,94.069,236120,rap
0.716,0.538,1,-8.562,1,0.0452,0.00224,0.692,0.0847,0.113,119.98,207400,pop
0.732,0.644,0,-4.124,1,0.132,0.0934,4.54E-06,0.143,0.554,174.1,204907,latin
0.629,0.356,4,-11.135,1,0.0246,0.66,6.17E-04,0.173,0.472,83.886,192200,rock
0.543,0.757,10,-4.604,0,0.0679,0.0495,1.87E-05,0.0807,0.678,108.975,493960,r&b
0.759,0.536,3,-8.537,1,0.0429,0.0455,0,0.0313,0.842,90.073,265467,r&b
0.504,0.534,11,-10.044,0,0.337,0.623,1.93E-06,0.102,0.817,177.949,232584,latin
0.552,0.709,8,-5.435,1,0.129,0.611,0,0.763,0.528,117.582,157186,edm
0.742,0.794,11,-3.367,0,0.0428,0.00439,4.11E-05,0.0683,0.5,126.032,252857,edm
0.719,0.809,6,-4.679,1,0.182,0.286,0,0.081,0.238,125.072,215050,pop
0.608,0.865,1,-3.961,0,0.0451,0.00602,0,0.127,0.568,100.026,239893,pop
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,175721,pop
0.715,0.871,1,-5.93,1,0.0374,0.00209,0.521,0.324,0.323,124.006,232508,edm
0.582,0.928,5,-5.374,1,0.0349,0.0153,8.79E-04,0.125,0.562,132.03,268707,pop
