title,author,price,pages,avg_reviews,n_reviews,dimensions,weight,language
Python Natural Language Processing Cookbook: Over 50 recipes to understand analyze and generate text for implementing language processing tasks,[Zhenya AntiÄ‡],37.99,284,4.2,38,7.5 x 0.64 x 9.25 inches,1.08 pounds,English
Python Crash Course 3rd Edition,[Eric Matthes],40.49,552,,0,0.04 x 0.04 x 0.04 inches,13 ounces,English
The Recursive Book of Recursion: Ace the Coding Interview with Python and JavaScript,[Al Sweigart],36.94,328,5,6,6.8 x 0.6 x 8.9 inches,1.6 pounds,English
Bayesian Analysis with Python: Introduction to statistical modeling and probabilistic programming using PyMC3 and ArviZ 2nd Edition,[Osvaldo Martin],44.99,356,4.1,44,7.5 x 0.81 x 9.25 inches,1.35 pounds,English
Python: For Beginners: A Crash Course Guide To Learn Python in 1 Week,[Timothy C. Needham],17.97,135,4.3,3034,6 x 0.31 x 9 inches,6.7 ounces,English
Murachs Python Programming (2nd Edition),"[Joel Murach,Michael Urban]",56.53,,4.6,82,,,
Mastering Reinforcement Learning with Python: Build next-generation self-learning models using reinforcement learning techniques and best practices,[Enes Bilgin],46.99,544,4.4,32,7.5 x 1.23 x 9.25 inches,2.04 pounds,English
Introduction to Radar With Python and Matlab,[Lee Andrew Harrison],154.23,,4.1,11,,,
Python Pocket Reference: Python In Your Pocket (Pocket Reference (OReilly)),,13.79,262,4.5,818,4.25 x 0.5 x 7 inches,6.6 ounces,English
Python for DevOps: Learn Ruthlessly Effective Automation,"[Noah Gift,Kennedy Behrman et al.]",35.99,506,4.5,222,7.01 x 1.02 x 9.17 inches,1.76 pounds,English
The Python Bible 7 in 1: Volumes One To Seven (Beginner Intermediate Data Science Machine Learning Finance Neural Networks Computer Vision),[Florian Dedov],37.99,507,4.5,128,5 x 1.27 x 8 inches,1.2 pounds,English
Mastering Python Networking: Your one-stop solution to using Python for network automation programmability and DevOps 3rd Edition,"[Eric Chou,Michael Kennedy et al.]",55.09,576,4.6,139,7.5 x 1.3 x 9.25 inches,2.15 pounds,English
Automate the Boring Stuff with Python 2nd Edition: Practical Programming for Total Beginners,[Al Sweigart],26.49,592,4.7,2538,7 x 1.31 x 9.31 inches,2.48 pounds,English
Introducing Python: Modern Computing in Simple Packages,[Bill Lubanovic],24.49,630,4.7,346,6.93 x 1.34 x 9.06 inches,2.35 pounds,English
Statistics for People Who (Think They) Hate Statistics,,31.99,512,4.5,697,7 x 1.16 x 10 inches,1.95 pounds,English
Statistics For Dummies (For Dummies (Lifestyle)),,11.99,416,4.3,1659,7.3 x 1.2 x 9.2 inches,1.69 pounds,English
Statistics for Absolute Beginners (Second Edition) (Data Science Python & Statistics for Beginners),[Oliver Theobald],14.88,156,4.4,137,6 x 0.39 x 9 inches,8.5 ounces,English
Introduction to Probability Statistics and Random Processes,[Hossein Pishro-Nik],36.58,744,4.6,233,7.44 x 1.68 x 9.69 inches,3.16 pounds,English
Princeton Review AP Statistics Prep 2022: 4 Practice Tests + Complete Content Review + Strategies & Techniques (2022) (College Test Preparation),[The Princeton Review],18.99,464,4.6,130,8.3 x 1.04 x 10.79 inches,1.63 pounds,English
5 Steps to a 5: AP Statistics 2023,"[Jared Derksen,DeAnna Krause McDonald]",18,384,,0,8.5 x 0.75 x 11 inches,1.25 pounds,English
The Foundations of Statistics,[Leonard J. Savage],11.89,310,4.5,102,5.43 x 0.73 x 8.49 inches,12.6 ounces,English
Princeton Review AP Statistics Prep 2023: 5 Practice Tests + Complete Content Review + Strategies & Techniques (College Test Preparation),[The Princeton Review],18.99,464,4.6,3,8.3 x 1.08 x 10.8 inches,1.55 pounds,English
Mathematical Statistics with Applications,"[Dennis Wackerly,William Mendenhall et al.]",95.66,944,4.2,282,7.5 x 1.5 x 9.25 inches,3.6 pounds,English
Statistics in Plain English,[Timothy C. Urdan],39.16,266,4.7,190,8.5 x 0.65 x 11 inches,1.5 pounds,English
Statistics Workbook For Dummies with Online Practice,[Deborah J. Rumsey],18.99,336,4.3,219,7.9 x 0.9 x 10 inches,1.06 pounds,English
UPDATED Version of The Practice of Statistics,"[Daren S. Starnes,Josh Tabor]",179.95,1024,4.4,41,8.9 x 1.55 x 11.2 inches,4.77 pounds,English
Data Mining for Business Analytics: Concepts Techniques and Applications in R,"[Galit Shmueli,Peter C. Bruce et al.]",105.45,576,4.4,147,6.9 x 1.2 x 10.1 inches,3.01 pounds,English
Probability and Statistics for Economists,[Bruce Hansen],60,416,,0,7.75 x 1 x 10 inches,1.85 pounds,English
Painless Statistics (Barrons Painless),[Patrick Honner],14.99,320,5,4,6 x 0.7 x 9 inches,15.2 ounces,English
Discovering Statistics Using IBM SPSS Statistics: North American Edition,[Andy Field],64.7,816,4.4,620,8.9 x 1.3 x 10.9 inches,3.97 pounds,English
AP Statistics Flashcards Fourth Edition: Up-to-Date Practice + Sorting Ring for Custom Study (Barrons Test Prep),[Martin Sternstein Ph.D.],29.99,513,,0,4.88 x 3 x 5 inches,2.2 pounds,English
Outline of Basic Statistics: Dictionary and Formulas (Dover Books on Mathematics),"[John E. Freund,Frank J. Williams]",11.95,208,4.2,22,5.2 x 0.5 x 8.4 inches,7.2 ounces,English
Essentials of Statistics,[Mario Triola],170.15,648,4.5,425,8.5 x 1.05 x 10.85 inches,2.6 pounds,English
Statistics for People Who (Think They) Hate Statistics: Using Microsoft Excel,"[Neil J. Salkind,Bruce B. Frey]",84.85,512,4.4,70,7 x 1.16 x 10 inches,1.75 pounds,English
Statistics for the Behavioral Sciences - Standalone Book,"[Frederick J Gravetter,Larry B. Wallnau]",94.46,768,4.5,682,8 x 1 x 10 inches,2.75 pounds,English
Statistics for Business and Economics,"[James McClave,P. George Benson et al.]",223.99,888,4.3,165,8.8 x 1.75 x 11.2 inches,3.53 ounces,English
The Little SASÂ® Book: A Primer Sixth Edition,"[Lora D. Delwiche,Susan J. Slaughter]",54.1,364,4.6,283,7.5 x 0.82 x 9.25 inches,1.38 pounds,English
Applied Statistics II: Multivariable and Multivariate Techniques,[Rebecca M. Warner],95.92,712,4.3,24,8 x 1.61 x 10 inches,2.45 pounds,English
A Gentle Introduction to Stata,[Alan C. Acock],69.56,570,4.6,74,7.2 x 1.5 x 9.3 inches,2.65 pounds,English
Clinical Biostatistics and Epidemiology Made Ridiculously Simple: An Incredibly Easy Way to Learn for Medical Nursing PA Students And Other Healthcare Professionals (MedMaster Medical Books),"[Ann Weaver Ph.D.,Stephen Goldberg M.D.]",21.8,104,4.5,307,5.75 x 0.25 x 8.75 inches,7.2 ounces,English
CRC Standard Probability and Statistics Tables and Formulae,"[Daniel Zwillinger,Stephen Kokoska]",188.73,568,4.9,6,6.14 x 1.25 x 9.21 inches,2 pounds,English
Fundamentals of Programming in SAS: A Case Studies Approach,"[James Blum,Jonathan Duggins]",109.95,404,4.4,13,8.25 x 0.95 x 11 inches,1.99 pounds,English
Statistics Done Wrong: The Woefully Complete Guide,[Alex Reinhart],19.99,176,4.5,300,6.06 x 0.47 x 9.06 inches,11.2 ounces,English
Learning SAS Example: A Programmers Guide Second Edition,[Ron Cody],81.53,536,4.6,80,7.5 x 1.21 x 9.25 inches,2.01 pounds,English
Statistics II For Dummies,[Deborah J. Rumsey],16.66,448,4.4,18,7.32 x 1.02 x 9.21 inches,1.35 pounds,English
Stats: Modeling the World,"[David Bock,Paul Velleman et al.]",197.32,864,4.1,24,8.6 x 1.4 x 11 inches,8.84 pounds,English
First Course in Probability A,[Sheldon Ross],215.32,528,4.2,51,8.1 x 0.9 x 10.1 inches,2.33 pounds,English
ISE STATISTICS FOR ENGINEERS AND SCIENTISTS (ISE HED IRWIN INDUSTRIAL ENGINEERING),[William Navidi Prof.],37.17,,4.2,35,9.09 x 1.26 x 7.36 inches,2.6 pounds,English
Introduction to Probability (Cambridge Mathematical Textbooks),,70.99,442,4.3,67,7.2 x 1 x 10.1 inches,2.38 pounds,English
Causal Inference: The Mixtape,[Scott Cunningham],31.99,584,4.6,274,5.5 x 1.17 x 8.5 inches,1.5 pounds,English
Introduction to Mathematical Statistics and Its Applications An,"[Richard Larsen,Morris Marx]",159.99,752,4.4,60,8.1 x 1.2 x 10.1 inches,3.53 ounces,English
APÂ® Statistics Crash Course Book + Online: Get a Higher Score in Less Time (Advanced Placement (AP) Crash Course),,14.16,272,4.8,20,6 x 0.9 x 8.9 inches,8.8 ounces,English
Introduction to the Practice of Statistics,"[David S. Moore,George P. McCabe et al.]",240.34,784,3.6,20,1 x 1 x 1 inches,1 pounds,English
Data Mining for Business Analytics: Concepts Techniques and Applications with XLMiner,"[Peter C. Bruce,Galit Shmueli et al.]",110.83,560,4,143,7.3 x 1.4 x 10.1 inches,2.43 pounds,English
Study Guide to Accompany Salkind and Freyâ€²s Statistics for People Who (Think They) Hate Statistics,,30,160,4.3,34,8.5 x 0.37 x 11 inches,13.6 ounces,English
Elementary Statistics: A Step Step Approach,[Allan Bluman],129,880,4.5,502,8.9 x 1.3 x 11.2 inches,4.11 pounds,English
Practice Makes Perfect Statistics (Practice Makes Perfect (McGraw-Hill)),,14.06,160,4.6,92,8.5 x 0.4 x 10.9 inches,13.9 ounces,English
Mathletics: How Gamblers Managers and Fans Use Mathematics in Sports Second Edition,"[Wayne L. Winston,Scott Nestler et al.]",18.99,608,4.8,24,6.25 x 1 x 9.25 inches,1.85 pounds,English
Schaums Outline of Statistics Sixth Edition (Schaums Outlines),,25.48,600,4.2,58,8.2 x 1.3 x 10.9 inches,3 pounds,English
Biostatistics for the Biological and Health Sciences,"[Marc Triola,Mario Triola et al.]",179.14,720,4.5,161,8.8 x 1.5 x 11.2 inches,3.56 pounds,English
An Introduction to Formal Languages and Automata,[Peter Linz],62.85,450,4.4,341,7.5 x 1.2 x 9.3 inches,2.2 pounds,English
Doing Quantitative Research in the Social Sciences: An Integrated Approach to Research Design Measurement and Statistics,[Thomas R. Black],55.54,768,4.4,27,7.5 x 1.73 x 9.75 inches,2.82 pounds,English
Basic Business Statistics: Concepts and Applications (Whats New in Business Statistics),,100.99,840,4.4,121,8.6 x 1.3 x 11 inches,3.86 pounds,English
Essentials of Statistics for the Behavioral Sciences (MindTap Course List),"[Frederick J Gravetter,Larry B. Wallnau et al.]",85.79,608,4.4,154,8 x 1 x 9.75 inches,2.7 pounds,English
Statistics for Business and Economics Global Edition,"[Paul Newbold,William Carlson et al.]",74.96,800,4.6,27,8.46 x 1.18 x 11.02 inches,3.41 pounds,English
Statistics Translated: A Step--Step Guide to Analyzing and Interpreting Data,[Steven R. Terrell],55,433,4.8,6,7 x 0.75 x 10 inches,1.83 pounds,English
Statistics for the Behavioral Sciences,[Gregory J. Privitera],138.99,816,4.4,183,8.2 x 1.3 x 10.2 inches,3.2 pounds,English
Modern Mathematical Statistics with Applications (Springer Texts in Statistics),"[Jay L. Devore,Kenneth N. Berk et al.]",121.11,988,4,1,7.8 x 1.6 x 10.2 inches,4.98 pounds,English
Practical Statistics For Educators,[Ruth Ravid],50,310,4.6,65,7 x 0.7 x 10 inches,1.17 pounds,English
Statistics Made Simple for School Leaders: A New Approach for Using Student Staff and Community Data 3rd Edition,"[Susan Rovezzi Carroll,David J. Carroll]",35,140,5,1,6.04 x 0.41 x 8.64 inches,7.7 ounces,English
Using SPSS for Windows and Macintosh (7th Edition),"[Samuel B. Green,Neil J. Salkind]",279.95,448,4.4,189,8.4 x 0.9 x 10.8 inches,1.9 pounds,English
An Adventure in Statistics: The Reality Enigma,[Andy Field],52,664,4.7,4,8 x 1 x 10.75 inches,2.05 pounds,English
How to Work With Probability and Statistics Grades 6-8 (Math How To...),[Robert W. Smith],8.99,48,3.2,3,8.5 x 0.11 x 11 inches,5.6 ounces,English
Essential Statistics for the Behavioral Sciences,[Gregory J. Privitera],100,640,4.4,140,8 x 1.54 x 10 inches,2.05 pounds,English
Asymptotic Statistics (Cambridge Series in Statistical and Probabilistic Mathematics Series Number 3),,67.99,462,4.6,38,7 x 1.04 x 10 inches,1.76 pounds,English
Loose Leaf for Business Statistics in Practice,"[Bruce Bowerman,Anne M. Drougas et al.]",103.48,928,4.5,2,8.6 x 1.6 x 11.1 inches,3.5 pounds,English
Survey Methodology,"[Robert M. Groves,Floyd J. Fowler Jr. et al.]",52.99,486,4.3,91,7 x 1.1 x 10 inches,2 pounds,English
Statistics for Healthcare Professionals: An Introduction,"[Ian Scott,Deborah Mazhindu]",35.2,256,4.4,43,6.6 x 0.7 x 9.4 inches,15.2 ounces,English
Essentials of Social Statistics for a Diverse Society,"[Anna Y. Leon-Guerrero,Chava Frankfort-Nachmias et al.]",104.5,460,4.5,17,7.38 x 1.04 x 9.13 inches,1.5 pounds,English
Natural Language Processing in Action: Understanding analyzing and generating text with Python,"[Hobson Lane,Hannes Hapke et al.]",40.49,544,4.3,112,7.38 x 1.2 x 9.25 inches,2.07 pounds,English
Stats: Data and Models,"[David Bock,Paul Velleman et al.]",189.99,1024,4.3,33,8.7 x 1.6 x 11 inches,4.41 pounds,English
The Statistical Sleuth: A Course in Methods of Data Analysis,"[Fred Ramsey,Daniel Schafer]",75.31,784,4,69,7.25 x 1.5 x 9.25 inches,2.95 pounds,English
Intro Stats,"[Richard De Veaux,Paul Velleman et al.]",181.35,800,4.1,112,1.3 x 8.7 x 10.9 inches,3.84 pounds,English
The Humongous Book of Statistics Problems (Humongous Books),"[W. Michael Kelley,Robert A. Donnelly]",17.69,560,4.4,207,8.5 x 1.13 x 10.88 inches,2.31 pounds,English
The Practice of Statistics,"[Daren S. Starnes,Dan Yates et al.]",99.99,960,4.6,73,8.68 x 1.54 x 10.93 inches,4.83 pounds,English
Introductory Statistics: Exploring the World Through Data,"[Robert Gould,Colleen Ryan]",197.32,800,4.4,75,8.85 x 1.3 x 11.2 inches,3.66 pounds,English
Statistics for Nursing: A Practical Approach: A Practical Approach,[Elizabeth Heavey],75.24,302,4.4,389,7 x 0.9 x 8.9 inches,1.1 pounds,English
Barrons AP Statistics 9th Edition,[Martin Sternstein Ph.D.],37.68,648,4.6,375,8.38 x 1.1 x 10.88 inches,2.2 pounds,English
Making Sense of Medical Statistics,[Munier Hossain],25.99,200,4.5,48,6.14 x 0.47 x 9.21 inches,12.3 ounces,English
Statistics and Data Visualization Using R: The Art and Practice of Data Analysis,[David S. Brown],114.6,616,3,2,7.9 x 1 x 9.9 inches,2.45 pounds,English
Research Methods Statistics and Applications,"[Kathrynn A. Adams,Eva K. Lawrence]",95.08,672,4.5,124,7.38 x 1.52 x 9.13 inches,2.2 pounds,English
Statistics: Informed Decisions Using Data (5th Edition)-Stand alone,[Michael Sullivan III],143.71,960,4.3,729,8.8 x 1.5 x 11 inches,4.2 pounds,English
A Guide to R for Social and Behavioral Science Statistics,"[Brian Joseph Gillespie,Kathleen Charli Hibbert et al.]",45,304,4.6,14,7.38 x 0.69 x 9.13 inches,1.21 pounds,English
Statistics for the Life Sciences,"[Myra Samuels,Jeffrey Witmer et al.]",191.99,648,4.3,135,8.35 x 1.3 x 10.35 inches,2.6 pounds,English
Second Course in Statistics A: Regression Analysis,"[William Mendenhall,Terry Sincich]",170.66,848,4.6,16,1.3 x 8.2 x 10.1 inches,3.75 pounds,English
Statistics: Unlocking the Power of Data,"[Patti Frazer Lock,Kari Lock Morgan et al.]",118.7,864,3.7,10,8.4 x 1.3 x 10.8 inches,3.35 pounds,English
Essential Calculus Skills Practice Workbook with Full Solutions,[Chris McMullen],9.99,151,4.6,1358,8 x 0.35 x 10 inches,11 ounces,English
Mark Twain - Statistics & Probability Grades 5 - 12,[Myrl Shireman],11.99,80,4.3,38,8.2 x 0.3 x 10.6 inches,5.6 ounces,English
Probability & Statistics for Engineers & Scientists,"[Ronald Walpole,Raymond Myers et al.]",191.99,816,4.3,55,7.7 x 1.4 x 9.4 inches,2.65 pounds,English
Statistics and Probability with Applications (High School),"[Daren S. Starnes,Josh Tabor et al.]",158.99,864,3,1,8.5 x 1 x 10.88 inches,3.98 pounds,English
Understandable Statistics: Concepts and Methods,"[Charles Henry Brase,Corrinne Pellillo Brase]",82.63,839,4.5,344,9 x 1.25 x 11.25 inches,4.45 pounds,English
Learn Calculus Quickly: The Complete Guide To Easily Master Calculus in 100 Solved Equations!,[Math Wizo],9.99,84,4.3,201,6 x 0.19 x 9 inches,4.5 ounces,English
Statistics,"[James McClave,Terry Sincich]",253.32,896,4.3,101,1.3 x 8.7 x 10.9 inches,4.15 pounds,English
Statistics Companion Workbook,[Adam H Littig],50,194,4.2,21,8.5 x 0.46 x 11 inches,1.25 pounds,English
John E. Freunds Mathematical Statistics with Applications (Classic Version) (Pearson Modern Classics for Advanced Statistics Series),"[Irwin Miller,Marylees Miller]",106.65,560,4,69,8 x 1 x 9.9 inches,1.95 pounds,English
Statistics for Business: Decision Making and Analysis,"[Robert Stine,Dean Foster]",223.98,830,4.5,45,8.6 x 1.5 x 11.1 inches,4.21 pounds,English
Statistics in a Nutshell: A Desktop Quick Reference,,25.99,591,4.7,126,6 x 1.4 x 9 inches,1.75 pounds,English
Introductory Statistics with Randomization and Simulation,"[David M Diez,Christopher D Barr et al.]",10,354,4.4,133,8 x 0.8 x 10 inches,1.7 pounds,English
Essentials of Precalculus with Calculus Previews (Jones & Bartlett Learning Series in Mathematics),"[Dennis G. Zill,Jacqueline M. Dewar]",94.95,500,4.4,57,8.5 x 0.9 x 10.9 inches,2.55 pounds,English
Real Stats: Using Econometrics for Political Science and Public Policy,[Michael A. Bailey],111.59,648,4.8,6,9.2 x 1.2 x 7.5 inches,2.2 pounds,English
Nonlinear Contingency Analysis,"[T. V. Joe Layng,Paul Thomas Andronis et al.]",31.96,194,4.9,28,5.98 x 0.47 x 9.02 inches,13.4 ounces,English
Ultimate AP Statistics Practice Book: 100 Essential Problems Completely Explained on YouTube,[Kendall Roberg],14.7,112,4.6,55,8.5 x 0.26 x 11 inches,9.8 ounces,English
Schaums Outline of Probability and Statistics 4th Edition: 897 Solved Problems + 20 Videos (Schaums Outlines),"[John Schiller,R. Alu Srinivasan et al.]",22.8,432,4.4,161,8.3 x 0.82 x 10.8 inches,1.42 pounds,English
Tutor in a Books Statistics: Volume 2,[Dr. James R. Ph.D.],36,182,,0,8.5 x 0.39 x 11.02 inches,15.4 ounces,English
Problems And Solutions On Thermodynamics And Statistical Mechanics (second Edition) (Major American Universities Ph.d. Qualifying Questions And Solutions - Physics),"[Swee Cheng Lim,Choy Heng Lai et al.]",118,404,,0,6 x 1.1 x 9 inches,1.56 pounds,English
SPSS Statistics For Dummies,"[Jesus Salcedo,Keith McCormick]",22.99,480,4.4,124,7.38 x 1.09 x 9.25 inches,1.41 pounds,English
Statistics Made Simple for School Leaders: Data-Driven Decision Making (Scarecrow Education Book),[David J. Carroll],42,162,4.1,33,6.25 x 0.37 x 9.25 inches,8.5 ounces,English
Elementary Statistics,[Mario Triola],171.47,792,4.4,1454,8.5 x 1.4 x 11 inches,3.53 ounces,English
Probability and Statistical Inference,"[Robert Hogg,Elliot Tanis et al.]",181.32,560,4.9,20,8.4 x 1 x 10.2 inches,2.69 pounds,English
Statistical Methods for the Social Sciences,[Alan Agresti],186.66,608,4.3,77,8.4 x 1.75 x 10.25 inches,2.55 pounds,English
Causal Inference in Statistics - A Primer,"[Judea Pearl,Madelyn Glymour et al.]",33.24,160,4.5,194,6.6 x 0.7 x 9.4 inches,9.1 ounces,English
5 Steps to a 5: AP Statistics 2022,"[Jared Derksen,DeAnna Krause McDonald]",18,384,4.7,18,11.26 x 1.06 x 10.98 inches,1.38 pounds,English
R for Data Science: Import Tidy Transform Visualize and Model Data,"[Garrett Grolemund,Hadley Wickham]",44.99,518,4.7,1361,6 x 1.05 x 9 inches,1.64 pounds,English
Even You Can Learn Statistics and Analytics: An Easy to Understand Guide (Pearson Business Analytics Series),"[David M Levine,David F Stephan]",33.94,392,5,2,7 x 0.89 x 9.13 inches,1.4 pounds,English
Introduction to Probability and Statistics for Engineers and Scientists,[Sheldon M. Ross],112.47,704,3.3,4,9.57 x 1.1 x 7.83 inches,2.76 pounds,English
5 Steps to a 5: AP Statistics 2023 Elite Student Edition,"[Jared Derksen,DeAnna Krause McDonald]",28,,,0,8.4 x 1.3 x 10.7 inches,2 pounds,English
The Book of R: A First Course in Programming and Statistics,[Tilman M. Davies],28.33,832,4.6,327,7 x 1.44 x 9.25 inches,2.95 pounds,English
Basic Business Statistics: A Casebook (Textbooks in Matheamtical Sciences),"[Dean P. Foster,Robert A. Stine et al.]",59.23,260,4.3,6,8.27 x 0.6 x 11.02 inches,2.93 pounds,English
Elementary Statistics: Picturing the World,"[Ron Larson,Betsy Farber]",129.99,704,4.5,1025,8.5 x 1.1 x 11 inches,3.48 pounds,English
Making Sense of Statistics: A Conceptual Overview,"[Fred Pyrczak,Deborah M. Oh]",47.76,252,4.6,145,8.5 x 0.57 x 11 inches,1.12 pounds,English
Psychology Statistics For Dummies,"[Donncha Hanna,Martin Dempster]",15.55,464,4.5,787,7.4 x 1 x 9.3 inches,1.86 pounds,English
